,course_level,course_rating,course_title,course_type,link,skills
1236,beginner,4.2,market research and consumer behavior,[],httpswwwcourseraorglearnmarketresearch,market research consumer behaviour data analysis
1237,intermediate,4.3,competencias laborales perfiles evaluación y capacitación,[],httpswwwcourseraorglearncompetenciaslab,competencias laborales perfiles evaluación y capacitación
1238,beginner,4.6,english composition i,[],httpswwwcourseraorglearnenglishcomposition,essay writing english language academic writing editing
1239,mixed,4.7,big data analysis with scala and spark,[],httpswwwcourseraorglearnscalasparkbigdata,scala programming big data apache spark sql
1240,mixed,4.8,english for journalism,[],httpswwwcourseraorglearnjournalism,english grammar news reporting english language broadcast
1241,beginner,4.7,estadística y probabilidad,[],httpswwwcourseraorglearnestadisticaprobabilidad,estadística y probabilidad
1242,advanced,4.9,autodesk generative design for manufacturing,[],httpswwwcourseraorgspecializationsautodeskgenerativedesignmanufacturing,autodesk computeraided design cad mechanical engineering manufacturing processes generative design
1243,mixed,4.7,humancentered design an introduction,[],httpswwwcourseraorglearnhumancomputerinteraction,rapid prototyping storyboarding heuristic evaluation paper prototyping
1244,mixed,4.8,developing your musicianship,[],httpswwwcourseraorglearndevelopyourmusicianship,aurally identify chords piano read lead sheets aurally identify musical intervals read music notation
1245,intermediate,4.7,the changing global order,[],httpswwwcourseraorglearnchangingglobalorder,the changing global order
1246,beginner,4.9,dino 101 dinosaur paleobiology,[],httpswwwcourseraorglearndino101,biodiversity biology evolution paleontology
1247,intermediate,4.1,data pipelines with tensorflow data services,[],httpswwwcourseraorglearndatapipelinestensorflow,tensorflow machine learning
1248,beginner,4.6,public policy challenges of the 21st century,[],httpswwwcourseraorglearnpublicpolicy,public policy challenges of the 21st century
1249,intermediate,4.5,intro to tensorflow,[],httpswwwcourseraorglearnintrotensorflow,application programming interfaces api estimator machine learning tensorflow cloud computing
1250,intermediate,4.4,inferential statistical analysis with python,[],httpswwwcourseraorglearninferentialstatisticalanalysispython,confidence interval python programming statistical inference statistical hypothesis testing
1251,intermediate,4.7,excel aplicado a los negocios nivel avanzado,[],httpswwwcourseraorglearnexcelaplicadonegociosavanzado,excel aplicado a los negocios nivel avanzado
1252,mixed,4.7,getting started with essay writing,[],httpswwwcourseraorglearngettingstartedwithessaywriting,getting started with essay writing
1253,mixed,4.8,international law in action investigating and prosecuting international crimes,[],httpswwwcourseraorglearninternationallawinaction2,justice criminal justice international law law
1254,beginner,4.8,the technology of music production,[],httpswwwcourseraorglearntechnologyofmusicproduction,audio production audio recording music sound design audio editing
1255,beginner,4.9,hacer negocios en américa latina,[],httpswwwcourseraorgspecializationsbusinesslatinamerica,identificar oportunidades de negocios entender las diferencias entre ventaja comparativa y competitiva emprendimiento inversiã³n en latinoamãrica negocios y economãxada en latinoamãrica
1256,mixed,4.8,international law in action a guide to the international courts and tribunals in the hague,[],httpswwwcourseraorglearninternationallawinaction,justice criminal justice international law arbitration
1257,intermediate,4.9,strategising management for global competitive advantage,[],httpswwwcourseraorgspecializationsstrategicmanagementcompetitiveadvantage,corporate strategy corporate social responsibility supply chain business model innovation
1258,mixed,4.7,epidemics  the dynamics of infectious diseases,[],httpswwwcourseraorglearnepidemics,biology microbiology public health vaccine development
1259,intermediate,4.8,introduction to power electronics,[],httpswwwcourseraorglearnpowerelectronics,introduction to power electronics
1260,beginner,4.7,reducing gun violence in america evidence for change,[],httpswwwcourseraorglearngunviolence,gun violence epidemiology community change public health interventions american law  policy
1261,mixed,4.8,unordered data structures,[],httpswwwcourseraorglearncsfundamentals3,unordered data structures
1262,beginner,4.3,enterprise architecture,[],httpswwwcourseraorglearnenterprisearchitecture,enterprise architecture the open group architecture framework togaf archimate modeling language adm
1263,beginner,4.3,career brand management,[],httpswwwcourseraorgspecializationscareerbrandmanagement,career strategic management benchmarking management
1264,beginner,4.8,democracia y decisiones públicas introducción al análisis de políticas públicas,[],httpswwwcourseraorglearndemocracia,democracia y decisiones públicas introducción al análisis de políticas públicas
1265,beginner,4.6,industrial iot on google cloud platform,[],httpswwwcourseraorglearniiotgooglecloudplatform,bigquery internet of things iot cloud computing communications protocol
1266,intermediate,4.8,datadriven astronomy,[],httpswwwcourseraorglearndatadrivenastronomy,python programming machine learning applied machine learning sql
1267,beginner,4.8,qué hacen los buenos directivos prioridades de la alta dirección,[],httpswwwcourseraorglearnaltadireccion,persona user experience leadership management
1268,beginner,4.8,introduction to intellectual property,[],httpswwwcourseraorglearnintroductionintellectualproperty,brand management asset management value proposition intellectual property
1269,beginner,4.4,analysing numeric and digital literacies,[],httpswwwcourseraorgspecializationsanalysingnumericdigitalliteracies,financial analysis financial modeling data visualization dataviz statistical analysis skills
1270,beginner,4.6,data science ethics,[],httpswwwcourseraorglearndatascienceethics,data science ethics
1271,intermediate,4.6,investment management in an evolving and volatile world by hec paris and axa investment managers,[],httpswwwcourseraorglearninvestmentmanagement,investment management portfolio theories financial markets asset management
1272,beginner,4.7,architecting with google kubernetes engine en español,[],httpswwwcourseraorgspecializationsarchitectinggooglekubernetesenginees,architecting with google kubernetes engine en español
1273,intermediate,4.4,iosразработка swift ui и многопоточность,[],httpswwwcourseraorgspecializationsiosdev,iosразработка swift ui и многопоточность
1274,mixed,4.8,moralities of everyday life,[],httpswwwcourseraorglearnmoralities,philosophy psychology social psychology moral universe
1275,intermediate,4.5,legal tech  startups,[],httpswwwcourseraorglearnlegaltechstartups,legal tech  startups
1276,advanced,4.6,natural language processing,[],httpswwwcourseraorglearnlanguageprocessing,chatterbot tensorflow deep learning natural language processing
1277,beginner,4.7,construction cost estimating and cost control,[],httpswwwcourseraorglearnconstructioncostestimating,cash flow cost cost control cost estimate
1278,beginner,4.8,introduction to solar cells,[],httpswwwcourseraorglearnsolarcells,solar systems solar energy solar technology solar cell manufacturing
1279,intermediate,4.8,разработка вебсервисов на golang часть 2,[],httpswwwcourseraorglearngolangwebservices2,разработка вебсервисов на golang часть 2
1280,beginner,4.8,inferential statistics,[],httpswwwcourseraorglearninferentialstatisticsintro,statistical inference statistical hypothesis testing r programming
1281,beginner,4.7,curanderismo traditional healing using plants,[],httpswwwcourseraorglearncuranderismoplants,curanderismo traditional healing using plants
1282,intermediate,4.8,hybrid cloud infrastructure foundations with anthos,[],httpswwwcourseraorglearnhybridcloudinfrastructurefoundationsanthos,hybrid cloud infrastructure foundations with anthos
1283,mixed,4.8,big history connecting knowledge,[],httpswwwcourseraorglearnbighistory,big history connecting knowledge
1284,intermediate,5,formulación y evaluación de proyectos complejos,[],httpswwwcourseraorglearnformulacionevaluacionproyectosingenieria,habilidades financieras y contables gestiã³n estratãgica pensamiento crãxadtico lã³gica de negocio
1285,beginner,4.7,introduction to chemistry structures and solutions,[],httpswwwcourseraorglearnbasicchemistry,introduction to chemistry structures and solutions
1286,beginner,4.8,electric industry operations and markets,[],httpswwwcourseraorglearnelectricity,electric industry operations and markets
1287,beginner,4.8,leading healthcare quality and safety,[],httpswwwcourseraorglearnqualityhealthcare,leading healthcare quality and safety
1288,beginner,4.8,introduction to solar cells,[],httpswwwcourseraorglearnsolarcells,solar systems solar energy solar technology solar cell manufacturing
1289,intermediate,4.8,разработка вебсервисов на golang часть 2,[],httpswwwcourseraorglearngolangwebservices2,разработка вебсервисов на golang часть 2
1290,beginner,4.8,inferential statistics,[],httpswwwcourseraorglearninferentialstatisticsintro,statistical inference statistical hypothesis testing r programming
